Index,Content,Emotion
720,USR: Ministrul Barbu se face că verifică șmecheria pe care parlamentarul Barbu a făcut-o pentru familia lui Paul Stănescu,Neutru
721,"Care sunt șansele ca Iohannis să preia șefia Consiliului European, iar Ciucă să ajungă la Cotroceni",Furie
722,"Dacian Cioloș îl acuză pe Marcel Ciolacu că a distribuit știri false în cazul Roșia Montană. ""PSD a vrut să ne vândă istoria""",Neutru
723,"George Simion, interzis în Republica Moldova pentru încă 5 ani. Reacția liderului AUR",Bucurie
724,Papa Francisc l-a primit în audiență pe prim-ministrul României. Ce cadou i-a făcut suveranul,Tristete
725,"Marcel Ciolacu: „Nu o să aibă nimeni pistol la ANAF. Tragi după camioane, eşti John Wayne?”",Bucurie
726,"Vasile Dîncu, despre Marcel Ciolacu: În acest moment este regina noastră de pe tabla de şah",Neutru
727,"Scandalul ”pliante politice prin Poșta Română”. PSD Timiș va depune plângere penală pe numele liderului PNL Timiș, Alin Nica",Tristete
728,Guvernul a aprobat o nouă măsură pentru combaterea traficului cu stupefiante. Ciolacu: ”Sunt așa-numitele droguri sintetice”,Tristete
729,Diana Şoşoacă: Mă gândesc foarte serios să candidez la primăria Iaşiului. Cred că voi candida,Furie
730,"Scandal la PNL, din cauza alianței cu PSD. Alin Nica a fost demis din funcția de președinte al organizației Timiș",Neutru
731,"USR, PMP şi Forţa Dreptei au anunţat lista comună pentru europarlamentare. Pe cine vor să trimită la Bruxelles",Tristete
732,"România a cheltuit mai puțin de 2 % din PIB pentru apărare, deși a promis 2,5. Iohannis: Nu e bine să avem abordări contabile",Frica
733,Alegeri locale 2024. Deputatul Stelian Ion a fost desemnat candidatul USR pentru Primăria Constanţa,Tristete
734,"VIDEO. Robert Negoiță s-a enervat după ce a fost întrebat de ce l-a lăudat pe Piedone, în loc să-l susțină pe Cîrstoiu",Furie
735,"Ministrul Finanţelor, Marcel Boloş: Toate alegerile din acest an ar costa aproximativ 3,8 miliarde de lei",Frica
736,E oficial: 50 de militari ucraineni vor veni în România. Ce vor face la noi în țară,Tristete
737,"ANALIZĂ. Ce șanse are Klaus Iohannis să ajungă șeful NATO, deși marile puteri au anunțat că-l susțin pe olandezul Mark Rutte",Bucurie
738,"Diana Şoşoacă şi-a suspendat soţul din funcţia de prim-vicepreşedinte al SOS, ”pentru a putea salva sufletul unui om”",Frica
739,Vești bune de la Ambasada României la Washington: rata de respingere a vizelor e în scădere accelerată,Bucurie
740,"PNL, după ce Geoană a spus că a câștigat singur funcția NATO: De la Dăbuleni până la NATO, toți oamenii au muncit pentru el",Furie
741,"SURSE: Nici PSD, nici PNL nu îl vor susține pe Piedone la Primăria Capitalei. Care ar putea fi candidații celor două partide",Furie
742,Preşedintele Klaus Iohannis a promulgat legea care interzice vânzarea băuturilor energizante către minori,Frica
743,Guvernul se întrunește în prima sa ședință din anul 2024. Ce se află pe ordinea de zi,Bucurie
744,Ce spun analiștii despre scenariul cu Iohannis președintele Consiliului European. „Ar sugera negocieri destul de înaintate”,Frica
745,"Un ”Dorel” ar fi de vină pentru atacul cibernetic de la Camera Deputaților, în care i s-a furat ”buletinul” lui Ciolacu",Tristete
746,"Candidații se vor putea înscrie, simultan, în cursa pentru europarlamentare și locale. Care este programul secțiilor de vot",Frica
747,"Nicolae Ciucă, despre comasarea alegerilor: Mizez pe raţiunea tuturor, astfel încât să avem o soluţie",Frica
748,Memorandum pentru ocuparea a peste 2.200 de posturi în sănătate. Ce personal se caută pentru spitale,Tristete
749,Klaus Iohannis participă la reuniunea de la Paris organizată de Emmanuel Macron privind sprijinul acordat Ucrainei,Bucurie
750,"AUR, un nou scandal în Parlament. George Simion și Alfred Simonis s-au războit la ușa PSD: „Ai mințit cum minte și Marcel”",Neutru
751,Ciolacu: PSD şi PNL nu îl susțin pe Piedone la Primăria Capitalei. Vom avea candidaţii noştri sau candidatul nostru comun,Neutru
752,"Nicuşor Dan, după ce Robert Negoiţă a depus plângere penală împotriva sa: E un om foarte curajos, îl felicit",Bucurie
753,Guvernul Ciolacu a adoptat o ordonanță de urgență prin care elimină „taxa pe boală” pentru anumite categorii de populație,Tristete
754,"Fostul președinte CCR despre comasarea alegerilor: ”Se poate face, dar numai încălcând legea”",Furie
755,"Nicușor Dan, învins în sondajul comandat chiar de el. Piedone ar câştiga alegerile pentru Primăria Capitalei",Bucurie
756,Surse: Rareș Bogdan și Mihai Tudose negociază retragerea lor din Parlamentul European. Vor funcții în viitorul Guvern PSD-PNL,Furie
757,"Nicuşor Dan anunță că nu revine în USR: ""La aceste alegeri rămân independent"". Ce vrea să facă dacă nu va fi reales",Frica
758,Marcel Ciolacu s-a dus cu cadouri la Papa Francisc și la Meloni. Produsele tradiționale pe care le oferă premierul României,Furie
759,Klaus Iohannis: România este ferm dedicată procesului de permanentă adaptare al NATO,Furie
760,Klaus Iohannis: „România condamnă în cei mai fermi termeni atacul Iranului împotriva Israelului”,Neutru
761,Lista PSD-PNL pentru alegerile europarlamentare. Surse: Cum arată cea mai nouă listă propusă,Furie
762,"AUR, plângere penală pe numele lui Klaus Iohannis, pentru că ”a secretizat” informațiile privind cheltuielile în străinătate",Neutru
763,Robert Negoiţă a depus la Parchetul General plângere împotriva lui Nicuşor Dan. Îl acuză de abuz în serviciu,Neutru
764,PSD și PNL vor comasarea alegerilor europarlamentare cu cele locale. Ciolacu vrea și candidat unic PSD la Cotroceni,Frica
765,"Bucureşti - Podul Grant, redeschis traficului rutier pe sensul Crângaşi-Turda. Nicuşor Dan anunţă noi lucrări de reabilitare",Frica
766,"„Ne apărăm, îndurăm, spiritul nostru nu renunță”, spune Zelenski în mesajul de Paște",Tristete
767,Lege în dezbatere: Foştii membri ai regimului comunist ori colaboratori nu vor mai avea voie să candideze la funcţii publice,Tristete
768,Senatorii și deputații s-au întors la lucru. Care sunt prioritățile noii sesiuni parlamentare,Tristete
769,Românii din Spania vor avea dublă cetățenie. ”Am stabilit ultimele detalii”,Tristete
770,"Ministrul Finanţelor, întrebat cât i-a venit factura la curent: „Nu ştiu de ce a fost o factură destul de mare”",Neutru
771,"Protest AUR la congresul PPE din București. Simion: Dușmanii României, Ursula von der Leyen, și ”cancerul” austriac Nehammer",Tristete
772,Aliații PSD-PNL anunță candidatul comun la Primăria Capitalei cu 3 luni înainte de alegeri. Cine e în cărți: ”E o nebunie”,Tristete
773,"Liderii PSD și PNL, Marcel Ciolacu și Nicolae Ciucă, așteptați la Iași de Ziua Unirii. Anul trecut au fost huiduiți",Tristete
774,Ciolacu: Deblocăm angajările pentru aproape 8.000 de posturi în Sănătate şi Asistenţă Socială,Neutru
775,"Emil Boc, anunț oficial pe Facebook despre candidatura la Primăria Cluj: ”Nu mi-a fost ușor să iau această decizie”",Furie
776,Politicienii români sunt sub lumina reflectoarelor anul acesta. Alegerile locale din 2024 seamănă cu un concurs de talente,Bucurie
777,Guvernul aprobă un proiect de ordonanţă de urgenţă privind modificarea anumitor măsuri fiscal-bugetare,Tristete
778,Marcel Ciolacu: Eu cred că o să avem un candidat comun PSD - PNL pentru Primăria Capitalei,Furie
779,Surse News.ro: Dacian Cioloş ar putea deschide lista REPER la europarlamentare. Tensiuni între D. Pîslaru și R. Strugariu,Furie
780,"VIDEO cu cancelarul austriac, Karl Nehammer, în România. Cum l-a primit Klaus Iohannis la Cotroceni",Tristete
781,Iohannis l-a primit pe Mitsotakis. Ce i-a spus premierul Greciei după ce a fost martorul unui atac rusesc în Odesa | FOTO,Frica
782,"Rareş Bogdan, întrebat despre o posibilă candidatură a lui Mircea Geoană la alegerile prezidenţiale din partea PNL: Exclus!",Tristete
783,"Senatul a eliminat ”taxa pe boală”, inventată de ministrul Marcel Boloș: ”A fost o eroare!”",Furie
784,"Cum a stat Ciolacu la șpriț cu Brătianu, la Vaslui. Unde a petrecut premierul",Neutru
785,Președinta Parlamentului European: ”Prietenii numeroși vă vor ajuta să ajungeți în Schengen”,Furie
786,"Președintele Camerei Deputaților, Alfred Simonis, deranjat de cei de la AUR: ”Ce s-a întâmplat ieri a fost fără precedent”",Furie
787,"Klaus Iohannis, fără concediu oficial în cei 9 ani de când este președinte. ""Se află în permanență în exercitarea mandatului""",Bucurie
788,Guvernul a aprobat Strategia Națională de Educație Financiară 2024-2030. Copiii vor învăța la școală despre bani,Bucurie
789,Alegeri locale 2024. Când începe și când se termină campania electorală,Tristete
790,"Liderul politic care îl provoacă pe George Simion să candideze împotriva lui. ”Cine pierde, iese din politică”",Frica
791,"Surse: Primarul Sectorului 4, Daniel Băluță, ar putea susținut de PSD și PNL pentru a candida la Primăria Capitalei",Frica
792,"Adrian Cioroianu, întrebat dacă are de gând să îşi dea demisia de la Biblioteca Națională: ”Nu”",Bucurie
793,Dacian Cioloș îi cere demisia lui Marcel Ciolacu: Declarațiile lui în cazul Roșia Montană au pus în pericol statul român,Furie
794,"Coaliţia decide candidatul la Capitală. Surse: Ar putea fi susținut medicul Cătălin Cîrstoiu, finul lui Traian Băsescu",Frica
795,Ion Iliescu a împlinit 94 de ani. Interviu inedit: ”Nu am vrut ca România să fie experimentul nord-coreean al lui Ceaușescu”,Tristete
796,"Maia Sandu: Moldova este într-un moment cheie, în care trebuie să facă pasul hotărât către UE",Tristete
797,"Klaus Iohannis, după victoria din cazul Roșia Montană: România câștigă procesul, reușind să protejeze patrimoniul național",Bucurie
798,Câți bani publici au încasat partidele parlamentare în 2023 și cât au cheltuit pe propaganda politică,Tristete
799,"Gabriela Firea, realeasă în unanimitate președinta PSD București. ”Mi-am pansat rănile, cicatricile le-am ascuns sub ie”",Furie
800,"Sebastian Burduja, candidat comun PNL-PSD, „în cărți” pentru Primăria Capitalei. „Este un măr otrăvit""",Furie
801,"Deși mai sunt două luni până la alegeri, parlamentarii și-au luat deja liber",Tristete
802,Noi negocieri cu transportatorii și fermierii. Guvernul transmite calendarul discuţiilor cu reprezentanții protestatarilor,Tristete
803,"Revoltă la PNL Timiș. Președintele CJ, Alin Nica: Mai bine îmi tai o mână decât să semnez o candidatură a domnului Simonis",Furie
804,Klaus Iohannis a promulgat legea. Ce pățesc de acum înainte cei care pângăresc drapelul României,Frica
805,"Viorica Dăncilă, despre ordonanța PSD privind amnistia și grațierea: ”Nu mi-a cerut Dragnea, inclusiv Ciolacu a votat-o”",Bucurie
806,"Ciolacu îl laudă și îl critică pe Piedone în aceeași frază: E o victimă. După ce trece fumul de la grătare, ce rămâne?",Bucurie
807,Guvernul a aprobat desființarea a zeci de posturi din ministerele Familiei și Digitalizării,Neutru
808,Blocaj în coaliţie pe comasarea alegerilor. PSD și PNL nu s-au înțeles la negocieri. Alegerile ar urma să aibă loc la termen,Furie
809,Se încheie prima etapă a cursei pentru alegerile europarlamentare. Cei de la PNL și PSD au depus primii semnăturile,Furie
810,"REPER acuză USR de plagiat, pentru o iniţiativă legislativă care copiază un proiect: „Au fost prinşi cu mâţa-n sac”",Neutru
811,"Marcel Ciolacu a răbufnit la Satu Mare: „Mă, măgarilor, oamenii ăia au construit România!”",Bucurie
812,"Scenariu surpriză. Iohannis ar putea pleca de la Cotroceni mai repede, iar Nicolae Ciucă ar prelua mandatul de președinte",Bucurie
